"idade_posse","valor_total_declarado","nome_completo","municipio","partido","uf_nascimento","genero","grau_instrucao","estado_civil","declar_racial","reeleicao","declar_bens","situacao"
"46","2350","MARCELINA ANDRADE MARTINS","MARAPANIM","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"40","700","ROBERTA PEREIRA BARATA FONSECA","SALINÓPOLIS","PSD","PA","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","BRANCA","N","N","NÃO ELEITO"
"40","2700","DIONISIA HENRIQUE DA SILVA NASCIMENTO","PAU D ARCO","PSD","PB","FEMININO","LÊ E ESCREVE","DIVORCIADO(A)","BRANCA","N","S","NÃO ELEITO"
"38","1520.9","VALDENIZ SANTOS DA COSTA","PORTEL","MDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"37","466.7","AURINO BARBOSA VULCAO NETO","BAGRE","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","1979.2","EDSON LOPES DA SILVA","PIÇARRA","MDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"44","939.5","ERALDO MORAES DE FREITAS","ANAJÁS","DEM","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"44","1600","MARGARETE DE LIMA NUNES","TUCURUÍ","SOLIDARIEDADE","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","1398.6","ELIZABETH ARAÚJO DOS SANTOS","ANAPU","PT","MA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"39","1200","MARILSON ARAUJO DO NASCIMENTO","BENEVIDES","PP","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"53","1600","MARIA ROSIMEIRE DO NASCIMENTO AMARAL","CONCÓRDIA DO PARÁ","CIDADANIA","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","10000","BARBARA EMILIA NEVES RODRIGUES","ANANINDEUA","MDB","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"51","5000","JANIA MARTINS DE FREITAS ALVES","REDENÇÃO","PSL","MG","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"46","4544","VANUSA PINHEIRO DA SILVA","TUCUMÃ","PSDB","GO","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","162.7","ALINE REGINA PEREIRA FEITOSA","CASTANHAL","PSDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"38","4023.15","FERNANDO ANJOS DA SILVA","ANAPU","PSDB","GO","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","ELEITO"
"37","23310","REGIANE DO SOCORRO DOS SANTOS BAIA","BELÉM","PC do B","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"58","2232.6","ROSEMEIRE SILVA TRINDADE","SOURE","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"43","1533.81","CELIA MAGALHÃES DE SOUSA","PEIXE-BOI","PV","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","3595.4","KEIMENSON BRITO NASCIMENTO","BELÉM","PL","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"37","2500","LUZIENE LEAL SOARES","CACHOEIRA DO ARARI","PTB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"44","4462.45","MARIA DE JESUS CONCEICAO DA SILVA DA CRUZ","OURILÂNDIA DO NORTE","REPUBLICANOS","MA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"40","1000","GILVANA ALMEIDA DA CRUZ","ABEL FIGUEIREDO","PP","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"42","220","NEUZA DO SOCORRO SILVA SARAIVA","PORTEL","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","5000","KERCILENE MORAES DA COSTA","MOJU","MDB","MA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"37","800","MERIA DE BRITO CORREA","AUGUSTO CORRÊA","DEM","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","1460","JOÃO GILCLEI CARDOSO RODRIGUES","IGARAPÉ-MIRI","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"39","1754.8","JOSE BRITO DA SILVA","SÃO GERALDO DO ARAGUAIA","PL","TO","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"37","3421","LUCIENE TORRES DA SILVA","ELDORADO DOS CARAJÁS","PSB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"42","3152.5","RAIMUNDO NONATO NUNES DOS SANTOS","BARCARENA","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"46","1000","EDSON ANDRE SALVIANO CAMPOS","PORTO DE MOZ","PTB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","S","N","ELEITO"
"37","5000","JOAO CARLOS DA COSTA FURTADO FILHO","BELÉM","PSL","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"45","1840","CLEIDIMAR BARBOSA DO NASCIMENTO","PORTO DE MOZ","PT","PA","FEMININO","LÊ E ESCREVE","CASADO(A)","PRETA","S","S","ELEITO"
"46","2500","JOÃO DAMASCENA SANTOS DA CRUZ","JACUNDÁ","PSB","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","1285","JOSE MORAES QUARESMA","IGARAPÉ-MIRI","PC do B","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","2932","ANDERSON ROCHA DE ARAUJO","MARITUBA","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"43","2800","EDUARDO DOS PASSOS NASCIMENTO","ANANINDEUA","SOLIDARIEDADE","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","5509.8","SUZIANE FERREIRA DE MELO LIMA","PACAJÁ","PSDB","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"37","9800","SIVALDO CORREA DE AZEVEDO","SANTANA DO ARAGUAIA","PL","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"47","3750","JOSE RODRIGUES DA SILVA","SÃO JOÃO DO ARAGUAIA","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","1100","ROBSON SOUZA DA SILVA","BUJARU","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"37","8746.8","MANOEL OTAVIO AMARAL DA ROCHA FILHO","MARITUBA","PV","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"36","594.27","JOAQUIM ÉLSON DE JESUS MARIALVA OLIVEIRA","TERRA SANTA","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","N","NÃO ELEITO"
"44","1020","REMI MATIAS DA SILVA","NOVO REPARTIMENTO","PSC","MA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"37","607","JUSCELINO NOGUEIRA DE CASTRO","CAPANEMA","PSB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"40","1140","FRANCISCO MARCOLINO DE ALMEIDA","GARRAFÃO DO NORTE","CIDADANIA","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"40","1710.9","CARMEM LUCIA PEREIRA DOS SANTOS","SANTANA DO ARAGUAIA","CIDADANIA","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","5100","MARCIO SINDONA CARNEIRO","RONDON DO PARÁ","DEM","MA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"50","840","ROSENDO SOARES MONTEIRO","SÃO JOÃO DE PIRABAS","PT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"40","3500","DAYVID DOS SANTOS PEREIRA","CURUÁ","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","1000","ISAQUE RIBEIRO VITORINO","BENEVIDES","PRTB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","3000","ISMAEL PEREIRA SANTOS","MARITUBA","PRTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","4500","RODRIGO LOBO DE FIGUEIREDO","CAPANEMA","SOLIDARIEDADE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
"42","1940","GELBSON COSTA FERREIRA","CAPANEMA","SOLIDARIEDADE","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"41","150","MANOEL MESSIAS FURTADO DA SILVA","SÃO DOMINGOS DO CAPIM","PP","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","N","NÃO ELEITO"
"38","420","EDUARDO BARBOSA DE LIMA","TERRA ALTA","PP","PA","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","1700","RAIMUNDA ALDENIRA NONATO RICOPA","ALMEIRIM","PTB","PA","FEMININO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"39","500","RICARDO AURÉLIO DA SILVA VALENTE","ALENQUER","PTB","AM","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","2596.24","NIARIS NOGUEIRA FERREIRA","AUGUSTO CORRÊA","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"40","1150","ERALDO SILVA DIAS","BAIÃO","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","1088","ALBERT COELHO LOBATO","TUCURUÍ","REPUBLICANOS","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"39","500","CLAUDIO CAVALCANTE FREITAS","BREU BRANCO","PTB","MA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"44","200","ANTONIO REGINALDO CELESTINO DE SOUSA","OURÉM","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","250","JILIATE FERREIRA DA SILVA","BOM JESUS DO TOCANTINS","CIDADANIA","MG","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","4000","NOÉ CASTILHO BITENCOURT","SÃO SEBASTIÃO DA BOA VISTA","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","ELEITO"
"38","1000","ALUIZIO JUNIOR CASTELO DIAS","PARAGOMINAS","PODE","CE","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","2138.6","PAULO ALBINO MOREIRA","SÃO DOMINGOS DO CAPIM","PP","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","S","N","ELEITO"
"44","2000","IVANILDE DA SILVA LIMA","IRITUIA","PATRIOTA","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"36","745.9","ROSILENE ALMEIDA RODRIGUES","MOCAJUBA","PSDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","2301","JOSE SINEY SANTA BRIGIDA CARDOSO","NOVA ESPERANÇA DO PIRIÁ","CIDADANIA","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"38","700","DANIEL FERREIRA LIMA","BREU BRANCO","PSDB","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"37","451.8","PAULO SERGIO MARTINS DA COSTA","IPIXUNA DO PARÁ","PSB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"52","200","MELQUESEDEQUE LOPES MORAES","MUANÁ","PROS","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"43","92.5","LUIZ CARLOS DA SILVA PEREIRA","PIÇARRA","PSD","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"37","316","ANTONIA MARLY SANTOS DE LIMA","PEIXE-BOI","PL","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","2350","ALDENILSON SILVA DE FREITAS","BUJARU","PT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"36","1170","FABIOLA ANORATO DE OLIVEIRA","SÃO JOÃO DO ARAGUAIA","PSDB","PA","FEMININO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"40","70","RAIMUNDO NONATO DIAS DOS SANTOS","SOURE","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"59","2964.11","RAIMUNDO DE CASTRO CONCEICAO","IGARAPÉ-MIRI","PT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"44","590","RAIMUNDO EDSON LIRA DE AGUIAR","TAILÂNDIA","PDT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","1100","YANGLYER GLAY SANTOS MATTOS","SANTARÉM","PP","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
"43","4145.1","EUZILENE DA SILVA NASCIMENTO","MARITUBA","PSD","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"42","348.75","ROSINALDO NUNES ANDRADE","CAMETÁ","PSOL","PA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"56","150","RAIMUNDO XAVIER DA SILVA","SÃO JOÃO DE PIRABAS","PDT","PA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PRETA","N","N","NÃO ELEITO"
"43","500","LAENE PEREIRA LIMA","REDENÇÃO","PDT","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"41","1100","CLEUBIO MORAIS BUENO","SAPUCAIA","PSDB","GO","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"36","34990.65","THIAGO LIMA RODRIGUES","BARCARENA","PSC","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"40","594","RENATO BRITO MOURA","BONITO","PT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"37","4000","LILIAN ANNELIESE BARBOSA SILVA BELÉM","ANANINDEUA","PSD","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"37","4977.49","VANDEILSON ALVES VASCONCELOS","BRASIL NOVO","PSC","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"37","600","GLEIDSON HANLDE MODESTO DE OLIVEIRA","ANANINDEUA","PSB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"42","3750","PAULO OLIVEIRA MARQUES","OEIRAS DO PARÁ","PSD","PA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","1000","JOSÉ EVERALDO FERREIRA MENEZES","ACARÁ","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"37","5000","ROSIVAN CABRAL DE SOUZA","CURUÇÁ","PSB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"37","185","JAINARA MACIEL BRITO","REDENÇÃO","PL","MA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","2000","RIVALDO CONCEIÇÃO FERREIRA","RONDON DO PARÁ","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","594.27","COSME OLIVEIRA DA SILVA","ORIXIMINÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","BRANCA","N","S","NÃO ELEITO"
"44","150","SELMA MARIA MARQUES DA SILVA","SÃO JOÃO DE PIRABAS","PSB","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","VIÚVO(A)","PARDA","N","S","NÃO ELEITO"
"38","1577","DANIELLA CRISTINA AZEVEDO SILVA","SANTA MARIA DAS BARREIRAS","PSL","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"38","1036.14","ANGELO DE NAZARÉ SILVA DOS SANTOS","URUARÁ","PROS","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","575","ROBSON COTA CARDOSO","OEIRAS DO PARÁ","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","1094.27","EZEQUIEL GOMES DA SILVA","ANAPU","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","150","FABIANO ALVES DOS SANTOS","SÃO JOÃO DE PIRABAS","DEM","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"38","5000","RODRIGO BRAGA SARMANHO","ANANINDEUA","PSL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
"41","733","MARIA LÚCIA RODRIGUES DA SILVA","MOCAJUBA","PSDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"39","1680","BENEDITO MIGUEL RIBEIRO ROCHA","MELGAÇO","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","700","FRANCISCO DORSE MARTINS RODRIGUES","ANAJÁS","PSDB","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"50","39.9","REINALDO PINTO DE SOUZA","ANAPU","PTB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"36","1700","EUGIRLENE GOMES DA SILVA","TUCURUÍ","SOLIDARIEDADE","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"63","1820","ANTONIO ROBERTO DE OLIVEIRA","BENEVIDES","PTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"36","5000","DEINE ARAUJO DE LIMA","BREU BRANCO","SOLIDARIEDADE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","315","ELIELSON VIEIRA DA SILVA","NOVA TIMBOTEUA","PODE","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"37","6219.92","ZENILSON DA SILVA","URUARÁ","MDB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"46","543.9","MARIA HELENA PIEDADE DE JESUS","SÃO MIGUEL DO GUAMÁ","REPUBLICANOS","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PRETA","N","N","NÃO ELEITO"
"37","1444","ELIZANGELA TEIXEIRA DE BARROS","FLORESTA DO ARAGUAIA","PL","PA","FEMININO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"41","939.5","JONATAS LIMA DA COSTA","ANAJÁS","DEM","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"44","640","MARIANA RICARLA LUZ DA CUNHA","BELÉM","PROS","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"40","300","ISAAC BORGES DA PAIXAO","CAMETÁ","PROS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"41","3455.55","RAIMUNDA NASCIMENTO RODRIGUES","PLACAS","MDB","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","S","S","ELEITO"
"45","800","ALEXANDRE RIBEIRO DA COSTA","FARO","PROS","AM","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","ELEITO"
"41","1345.85","MARIA ADELIA SANTOS DA CRUZ","CASTANHAL","PSDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","N","NÃO ELEITO"
"46","610.45","MARIA DE FATIMA PIMENTEL DA SILVA","SÃO FRANCISCO DO PARÁ","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"41","3135","ANA CRISTINA DA CUNHA ALMEIDA","NOVO PROGRESSO","MDB","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"37","500","ISAAC GOMES DE AGUIAR","BOM JESUS DO TOCANTINS","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"43","1595","ADONIS FERRER MONTEIRO PIRES","PORTEL","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","S","S","NÃO ELEITO"
"49","880","MARIA DO CARMO GOMES DA CRUZ","CUMARU DO NORTE","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"47","200","ELIZETE RODRIGUES DIAS","NOVA IPIXUNA","PTB","PA","FEMININO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","10310.44","ROSICLEIDE DE OLIVEIRA MORAES","IGARAPÉ-MIRI","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"38","22583.68","LILIAN PATRICIA GUSMAO DA CUNHA","BELÉM","PC do B","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","760","ANA LUCIA BARBOSA DE AQUINO","ANAPU","PSDB","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","2600","GEISA DA SILVA SAMPAIO FEITOSA","PARAGOMINAS","PSC","CE","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"37","1041.02","HILMA CARDOSO DIAS","ABAETETUBA","PV","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"42","623.5","ALLAN KALIL ABDON MARTINS","ANANINDEUA","PDT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"38","439.8","ADIMILSON DA COSTA MAGALHAES","MONTE ALEGRE","PROS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"38","2927.46","FERNANDO MENDES LIMA","SANTANA DO ARAGUAIA","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"42","1913.93","PAULO JORGE ROCHA DO CARMO","ACARÁ","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","S","S","ELEITO"
"38","1313.4","ANDREY CARDOSO MONTEIRO","TRACUATEUA","MDB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"40","1289.8","EDIVAN CARNEIRO DE SOUZA","PALESTINA DO PARÁ","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"36","879","FABIO FREITAS DE SOUZA","MARITUBA","PSB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
